label,category,utterance1,utterance2
1,watch_tv_0,"{'user': 'Alien', 'text': 'I understand, thank you', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'How do you like my apartment?', 'intent': 'Casual_question'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'If the game bores you, turn off the TV.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Ok, I'm going to the receiver to turn it off."", 'intent': 'Inform_condition'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'What should I watch?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'I hear that there is an exciting soccer match going on right now', 'intent': 'Casual_response'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'No, I guess I should turn on the TV but I do not know how to do it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'you should walk towards it and click on its power button\\', 'intent': 'Inform_action'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'Hello', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'how are you?', 'intent': 'Casual_question'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""That's great!"", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""Alright, I think I'm done watching."", 'intent': 'Inform_condition'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'I think that is a great idea', 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Let's cook up the salmon!"", 'intent': 'Inform_next_step'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Got it thanks!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Now turn on the TV', 'intent': 'Inform_next_step'}"
1,watch_tv_0,"{'user': 'Human', 'text': ""Yeah, that's OLED for ya. This baby set me back a thousand bucks. Worth it."", 'intent': 'iInform_object'}","{'user': 'Human', 'text': 'Go ahead and take a seat on the couch behind you, its more comfortable', 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'You should watch tv', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'okay, where is the TV?', 'intent': 'Ask_about_location'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'thanks, I will walk towards it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you know about your next step', 'intent': 'Ask_know_next_step'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'You need to find the TV first, do you know where is it?', 'intent': 'Ask_know_location'}","{'user': 'Alien', 'text': ""I don't know"", 'intent': 'Inform_confused'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'I see. Thank you for explaining.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Let's go watch tv in the room to our right"", 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Would you like to watch some TV?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Absolutely!', 'intent': 'Casual_response'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Sure, that works. Good job!', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'So, what do we do next?', 'intent': 'Ask_next_step'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'Sure, that sounds like a great idea', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Alright, lets go.', 'intent': 'Casual_response'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Oh, okay.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Alright, here's my computer. It's like a TV but you can interact with it."", 'intent': 'Inform_object'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'No problem, happens with everyone. Its a lazy day. Its a game day, lets go and watch soccer match', 'intent': 'Ask_know_action'}","{'user': 'Alien', 'text': 'That sounds interesting. Can you tell me where can I watch it and how?', 'intent': 'Ask_about_location'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'Wow, this soccer game is boring.', 'intent': 'Casual_observation'}","{'user': 'Human', 'text': 'If the game bores you, turn off the TV.', 'intent': 'Inform_next_step'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'Is this correct?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Great, now you can sit and watch', 'intent': 'Inform_next_step'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Have a seat on the couch, you can see it well from there.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': ""That's a good idea, thank you for the advise"", 'intent': 'Inform_understanding'}"
0,watch_tv_2,"{'user': 'Human', 'text': ""There's a nice show on now, if you turn it to channel 2."", 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': ""Great! I'll turn on the TV then"", 'intent': 'Inform_understanding'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Great job, now we can go to the kitchen!', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'This is a microwave. It is a miracle device that allows you to make the same food hot multiple times.', 'intent': 'iInform_object'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Now turn on the TV', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Going to go do that now!', 'intent': 'Inform_condition'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Alright, lets go.', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'What would you like to eat?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'How is the game?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'The game is exciting', 'intent': 'Casual_response'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""Yup, that's it. Go ahead and grab it."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Alright, grabbing it now.', 'intent': 'Inform_get_started'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Wow, this is fun!', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': ""Alright, well I'm glad you having fun, but we should probably pack it up soon."", 'intent': 'Inform_next_step'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'Got it.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Are you lost? ', 'intent': 'Ask_okay'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'Now you have found the TV, can you open it', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'How to open the TV?', 'intent': 'Ask_about_action'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'it is the white object in front of the coach', 'intent': 'iInform_object'}","{'user': 'Alien', 'text': 'thanks, I will walk towards it.', 'intent': 'Inform_understanding'}"
0,watch_tv_2,"{'user': 'Alien', 'text': ""Ummm I actually don't remember what I want to do. What can I do here?"", 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'No problem, happens with everyone. Its a lazy day. Its a game day, lets go and watch soccer match', 'intent': 'Ask_know_action'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'I have no idea how you just phased it through the sink like that, but great work! Now just twist the knob to turn on the sink.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Like this?', 'intent': 'Ask_about_action'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'I see, nice! How do you use it?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Well, first you need to turn it on.', 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Do you know the next step?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'No', 'intent': 'Inform_condition'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'I see...', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'This one?', 'intent': 'Ask_about_object'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'sit and watch the tv', 'intent': 'Inform_action'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Correct.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'And off it goes!', 'intent': 'Inform_get_started'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'Going to go do that now!', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Great!', 'intent': 'Casual_response'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Got it!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Where should I put it?', 'intent': 'Ask_next_step'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Great, now you just need to close it.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Alright, I'm closing it. What do I do now?"", 'intent': 'Ask_next_step'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Oh, I see. Doing that now.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Okay, it should be done now. Go ahead and take it out.', 'intent': 'Inform_next_step'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Just place it in the sink and turn it on.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Alright, here we go!', 'intent': 'Inform_get_started'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Thanks!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Have a seat on the couch, you can see it well from there.', 'intent': 'Inform_action'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'Hot to get start?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'You need to find the TV first, do you know where is it?', 'intent': 'Ask_know_location'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'I am going to the TV stand to turn the TV on', 'intent': 'Casual_observation'}","{'user': 'Human', 'text': 'Sounds good!', 'intent': 'Casual_response'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'ok', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Hey, turn the channel on to soccer please', 'intent': 'Inform_action'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'Hello!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Hello!', 'intent': 'Extend_greetings'}"
1,using_computer_2,"{'user': 'Human', 'text': 'No, the mouse is that black thing to your right.', 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'Do you mean this?', 'intent': 'Ask_about_object'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'What would you like to eat?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'I am not sure, what would you suggest?', 'intent': 'Ask_guidence'}"
1,watch_tv_0,"{'user': 'Human', 'text': ""It's 65 Inches. I got it on a good deal from Costco"", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'What should I do?', 'intent': 'Ask_next_step'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'okay, where is the TV?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'in the living room', 'intent': 'Inform_location'}"
1,watch_tv_2,"{'user': 'Alien', 'text': ""Let's go! I am excited!"", 'intent': 'Other'}","{'user': 'Alien', 'text': 'I have reached living room', 'intent': 'Inform_understanding'}"
1,watch_tv_1,"{'user': 'Alien', 'text': ""Got it. Let's go"", 'intent': 'Ask_get_started'}","{'user': 'Human', 'text': 'Now you have found the TV, can you open it', 'intent': 'Inform_next_step'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'The couch is comfortable.', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'Wow, this soccer game is boring.', 'intent': 'Casual_observation'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Nice, now we just need to take it to the cabinet like the last one.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Okay, let's go!"", 'intent': 'Inform_get_started'}"
0,watch_tv_1,"{'user': 'Human', 'text': ""Let's go to the TV"", 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Sure, I will walk to tv', 'intent': 'Casual_response'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Alright!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Alright, done!', 'intent': 'Inform_get_started'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'Is this correct?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Great, now you can sit and watch', 'intent': 'Inform_next_step'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'I am good, thank you for asking', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Do you know TV? What is this?', 'intent': 'Ask_about_object'}"
0,watch_tv_3,"{'user': 'Alien', 'text': ""I'm confused about where the TV is"", 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'The TV is in the living room', 'intent': 'Inform_location'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'Oh is it evening? I did not notice.', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': ""It doesn't matter. You are in the kitchen, just finish the task"", 'intent': 'Inform_other'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'Sure, I will walk to tv', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Hey, turn on the TV', 'intent': 'Inform_action'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'I am not sure, what would you suggest?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'I was thinking of putting together whatever we had in the kitchen.', 'intent': 'Casual_response'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'Are you lost? ', 'intent': 'Ask_okay'}","{'user': 'Alien', 'text': 'What happened?', 'intent': 'Display_confusion'}"
0,watch_tv_3,"{'user': 'Alien', 'text': ""Okay, thanks! Let's go together then"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'we are going to the living room now', 'intent': 'Inform_action'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'You should get out of the kitchen and go to the next room which is the living room', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': ""Okay, thanks! Let's go together then"", 'intent': 'Inform_understanding'}"
1,wash_glass_0,"{'user': 'Human', 'text': ""...Sure. It doesn't seem like it cracked."", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'What next?', 'intent': 'Ask_next_step'}"
0,watch_tv_1,"{'user': 'Human', 'text': 'Hey, turn on the TV', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'ok', 'intent': 'Casual_response'}"
1,watch_tv_0,"{'user': 'Alien', 'text': ""Ok, I'll give it a try"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'What do you think of the couch?', 'intent': 'Casual_question'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Yup, great job!', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'It looks pretty rinsed. Do I turn it off now?', 'intent': 'Ask_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'yes', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'what should I do?', 'intent': 'Ask_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Go ahead and set it down next to that previous one.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Good job, now we just need to close it.', 'intent': 'Inform_next_step'}"
0,watch_tv_3,"{'user': 'Human', 'text': ""let's watch the TV"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'okay, so which object is the TV in this living room?', 'intent': 'Ask_about_object'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Sure!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Hey, I think you should go to the couch to watch.', 'intent': 'Inform_location'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Thanks!', 'intent': 'Casual_response'}","{'user': 'Human', 'text': 'Lets go to the kitchen now?', 'intent': 'Casual_question'}"
0,watch_tv_3,"{'user': 'Human', 'text': 'Do you know about your next step', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'No, I guess I should turn on the TV but I do not know how to do it.', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Great! Now we wait.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Oh wait, you need to hit start first.', 'intent': 'Inform_next_step'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Got it! Turning off the TV', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'So what were you thinking of eating?', 'intent': 'Casual_question'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'I see, thank you', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Go ahead, give it a shot.', 'intent': 'Inform_get_started'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Oh, I see, thank you for the explanation', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'I am going to the TV stand to turn the TV on', 'intent': 'Casual_observation'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Yeah, the dining table is over this way.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'You mean over here?', 'intent': 'Ask_about_location'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'May I watch the TV?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Sure, and can you help me to watch TV? ', 'intent': 'Ask_want_help'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""Great, let's go to it then"", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""I'm confused about where the TV is"", 'intent': 'Inform_confused'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'Is this not the TV?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'This is our desktop, but our TV is bigger, so you might want to watch TV there.', 'intent': 'Inform_location'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Yes', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Do you know where the location of the button is?', 'intent': 'Ask_know_location'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Can you please turn the TV off?', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Yes, I can', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""Yeah, that's it"", 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'How do I microwave the salmon?', 'intent': 'Ask_about_action'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'how are you?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'fine thank you', 'intent': 'Casual_response'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'What happened?', 'intent': 'Display_confusion'}","{'user': 'Human', 'text': 'No worries, you are opening the TV, and your next step is to hit the open button', 'intent': 'Inform_next_step'}"
1,watch_tv_3,"{'user': 'Human', 'text': ""Let's watch it then!"", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""I'm going to take a seat on the couch."", 'intent': 'Inform_condition'}"
0,watch_tv_3,"{'user': 'Alien', 'text': 'okay, so which object is the TV in this living room?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'it is the white object in front of the coach', 'intent': 'iInform_object'}"
1,using_microwave_3,"{'user': 'Human', 'text': ""You can set it down at the dining table, where we'll eat."", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Oh, wait, before you do that, make sure to close the microwave.', 'intent': 'Inform_next_step'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'How are you doing today?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'I am good, thank you for asking', 'intent': 'Extend_greetings'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'Perhaps go to the couch?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Oh, I see, thank you for the explanation', 'intent': 'Inform_understanding'}"
0,watch_tv_2,"{'user': 'Alien', 'text': 'I am hungry', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'Ok, would you like to get something from the kitchen?', 'intent': 'Casual_question'}"
1,wash_glass_0,"{'user': 'Alien', 'text': 'Oh, alright.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""Alright, I'll go grab the glass first!"", 'intent': 'Inform_get_started'}"
0,watch_tv_2,"{'user': 'Human', 'text': 'This is our desktop, but our TV is bigger, so you might want to watch TV there.', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Perhaps go to the couch?', 'intent': 'Inform_next_step'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'We can go to the living room, my T.V. is there', 'intent': 'Inform_other'}","{'user': 'Human', 'text': 'I see, do you know how to turn the T.V. on?', 'intent': 'Ask_know_action'}"
0,watch_tv_1,"{'user': 'Alien', 'text': 'How to open the TV?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'Hit the open button on the corner of the screen', 'intent': 'Inform_action'}"